Gene	Datasets	Intersected	Size	Assay	Type	Weight
RPL4	1_Human;3_Human;5_Human;10_Human;11_Human	5	11	In vitro	Cells	0.0226944274191737
PGM1	1_Human;2_Human;5_Human	3	11	In vitro	Cells	0.011269719137296
SRP14	1_Human	1	11	In vitro	Cells	0.00102669404517454
TGFBR2	1_Human	1	11	In vitro	Cells	0.00102669404517454
HPCAL1	1_Human;5_Human	2	11	In vitro	Cells	0.00407547453297942
NCALD	1_Human;5_Human	2	11	In vitro	Cells	0.00407547453297942
FDFT1	1_Human	1	11	In vitro	Cells	0.00102669404517454
SNCA	1_Human	1	11	In vitro	Cells	0.00102669404517454
ETFB	1_Human	1	11	In vitro	Cells	0.00102669404517454
HSPA9	1_Human;7_Human;8_Human	3	11	In vitro	Cells	0.00636221121809493
RPS19	1_Human;11_Human	2	11	In vitro	Cells	0.00533703887276074
FEN1	1_Human;6_Human	2	11	In vitro	Cells	0.00643209945057994
IL6ST	1_Human	1	11	In vitro	Cells	0.00102669404517454
TXLNA	1_Human	1	11	In vitro	Cells	0.00102669404517454
NNMT	1_Human;5_Human	2	11	In vitro	Cells	0.00407547453297942
RFC3	1_Human	1	11	In vitro	Cells	0.00102669404517454
GARS1	1_Human;2_Human	2	11	In vitro	Cells	0.00822093864949108
ECI1	1_Human	1	11	In vitro	Cells	0.00102669404517454
STAT6	1_Human;4_Human	2	11	In vitro	Cells	0.00417134813322485
RPL35	1_Human;4_Human;10_Human	3	11	In vitro	Cells	0.00565944337132009
SLC1A4	1_Human	1	11	In vitro	Cells	0.00102669404517454
MSH2	1_Human	1	11	In vitro	Cells	0.00102669404517454
GPD2	1_Human;5_Human	2	11	In vitro	Cells	0.00407547453297942
PPIC	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
ACADSB	1_Human	1	11	In vitro	Cells	0.00102669404517454
RANGAP1	1_Human;6_Human;10_Human	3	11	In vitro	Cells	0.00792019468867518
MAP2K3	1_Human;4_Human	2	11	In vitro	Cells	0.00417134813322485
RPL21	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
GNPDA1	1_Human	1	11	In vitro	Cells	0.00102669404517454
GNPDA2	1_Human	1	11	In vitro	Cells	0.00102669404517454
PLA2G4A	1_Human	1	11	In vitro	Cells	0.00102669404517454
ALDH1A3	1_Human	1	11	In vitro	Cells	0.00102669404517454
ZFP36L2	1_Human	1	11	In vitro	Cells	0.00102669404517454
CXCL12	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
ATP5MC2	1_Human	1	11	In vitro	Cells	0.00102669404517454
ATP5MC3	1_Human	1	11	In vitro	Cells	0.00102669404517454
ATP5MC1	1_Human	1	11	In vitro	Cells	0.00102669404517454
GCLC	1_Human	1	11	In vitro	Cells	0.00102669404517454
GCLM	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
HSPA13	1_Human;7_Human;8_Human	3	11	In vitro	Cells	0.00636221121809493
FNTA	1_Human	1	11	In vitro	Cells	0.00102669404517454
AARS1	1_Human;3_Human	2	11	In vitro	Cells	0.0138472068656874
PSMB2	1_Human	1	11	In vitro	Cells	0.00102669404517454
HINT1	1_Human	1	11	In vitro	Cells	0.00102669404517454
MTHFS	1_Human	1	11	In vitro	Cells	0.00102669404517454
HNMT	1_Human;5_Human	2	11	In vitro	Cells	0.00407547453297942
SERPINH1	1_Human;9_Human	2	11	In vitro	Cells	0.0843600273785079
PDLIM4	1_Human	1	11	In vitro	Cells	0.00102669404517454
CDK9	1_Human	1	11	In vitro	Cells	0.00102669404517454
RAB13	1_Human;4_Human;10_Human	3	11	In vitro	Cells	0.00565944337132009
DAP	1_Human	1	11	In vitro	Cells	0.00102669404517454
TPMT	1_Human	1	11	In vitro	Cells	0.00102669404517454
MECP2	1_Human	1	11	In vitro	Cells	0.00102669404517454
SGSH	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
NDUFA8	1_Human	1	11	In vitro	Cells	0.00102669404517454
MYOM1	1_Human	1	11	In vitro	Cells	0.00102669404517454
KPNA2	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
RAP1GDS1	1_Human	1	11	In vitro	Cells	0.00102669404517454
MSH6	1_Human	1	11	In vitro	Cells	0.00102669404517454
HK2	1_Human	1	11	In vitro	Cells	0.00102669404517454
HMGA2	1_Human;3_Human	2	11	In vitro	Cells	0.0138472068656874
ARFIP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
SLC16A1	1_Human	1	11	In vitro	Cells	0.00102669404517454
IST1	1_Human	1	11	In vitro	Cells	0.00102669404517454
SUB1	1_Human;6_Human;10_Human	3	11	In vitro	Cells	0.00792019468867518
YARS1	1_Human;2_Human;10_Human	3	11	In vitro	Cells	0.00970903388758632
HSPA2	1_Human;5_Human;7_Human	3	11	In vitro	Cells	0.00769866293877652
BCAT1	1_Human;5_Human	2	11	In vitro	Cells	0.00407547453297942
HADHB	1_Human	1	11	In vitro	Cells	0.00102669404517454
NDUFV3	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
ATP5ME	1_Human;4_Human;10_Human	3	11	In vitro	Cells	0.00565944337132009
S100A10	1_Human;7_Human;10_Human	3	11	In vitro	Cells	0.00613797768906688
UBE2D3	1_Human;4_Human	2	11	In vitro	Cells	0.00417134813322485
PCBD1	1_Human	1	11	In vitro	Cells	0.00102669404517454
RND3	1_Human	1	11	In vitro	Cells	0.00102669404517454
B2M	1_Human;3_Human	2	11	In vitro	Cells	0.0138472068656874
UFM1	1_Human	1	11	In vitro	Cells	0.00102669404517454
RPS7	1_Human;4_Human;10_Human	3	11	In vitro	Cells	0.00565944337132009
RPS8	1_Human;5_Human;7_Human;10_Human;11_Human	5	11	In vitro	Cells	0.013497103004458
RPS16	1_Human	1	11	In vitro	Cells	0.00102669404517454
RPS29	1_Human	1	11	In vitro	Cells	0.00102669404517454
TMSB4X	1_Human;5_Human	2	11	In vitro	Cells	0.00407547453297942
EEF1A1	1_Human;2_Human;4_Human;7_Human;11_Human	5	11	In vitro	Cells	0.0192991259709247
FAU	1_Human;5_Human;10_Human	3	11	In vitro	Cells	0.00556356977107465
RPL30	1_Human	1	11	In vitro	Cells	0.00102669404517454
RPL11	1_Human;4_Human	2	11	In vitro	Cells	0.00417134813322485
FKBP1A	1_Human	1	11	In vitro	Cells	0.00102669404517454
FKBP1C	1_Human	1	11	In vitro	Cells	0.00102669404517454
DYNLL1	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
DYNLT1	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
UBE2I	1_Human	1	11	In vitro	Cells	0.00102669404517454
YBX1	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
YBX2	1_Human	1	11	In vitro	Cells	0.00102669404517454
TUBA4A	1_Human;4_Human;7_Human;8_Human	4	11	In vitro	Cells	0.00950686530614524
HBA2	1_Human;10_Human;11_Human	3	11	In vitro	Cells	0.00682513411085598
HBA1	1_Human;10_Human;11_Human	3	11	In vitro	Cells	0.00682513411085598
IGBP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
GSTO1	1_Human	1	11	In vitro	Cells	0.00102669404517454
SRPX	1_Human;8_Human;10_Human	3	11	In vitro	Cells	0.00422711805039306
NUCB2	1_Human	1	11	In vitro	Cells	0.00102669404517454
LACTB	1_Human	1	11	In vitro	Cells	0.00102669404517454
RPL24	1_Human;3_Human;5_Human;10_Human;11_Human	5	11	In vitro	Cells	0.0226944274191737
SMAD3	1_Human	1	11	In vitro	Cells	0.00102669404517454
SERF2	1_Human	1	11	In vitro	Cells	0.00102669404517454
TXN2	1_Human;7_Human	2	11	In vitro	Cells	0.00464988245097164
DAB2	1_Human	1	11	In vitro	Cells	0.00102669404517454
HSPG2	1_Human	1	11	In vitro	Cells	0.00102669404517454
EFNB1	1_Human	1	11	In vitro	Cells	0.00102669404517454
RBM3	1_Human;11_Human	2	11	In vitro	Cells	0.00533703887276074
TIAL1	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
AMPD3	1_Human	1	11	In vitro	Cells	0.00102669404517454
HMGCS1	1_Human	1	11	In vitro	Cells	0.00102669404517454
SLC7A5	1_Human;11_Human	2	11	In vitro	Cells	0.00533703887276074
SLC7A7	1_Human	1	11	In vitro	Cells	0.00102669404517454
XPC	1_Human	1	11	In vitro	Cells	0.00102669404517454
OGDH	1_Human	1	11	In vitro	Cells	0.00102669404517454
CENPE	1_Human	1	11	In vitro	Cells	0.00102669404517454
KIF23	1_Human	1	11	In vitro	Cells	0.00102669404517454
ALDH6A1	1_Human	1	11	In vitro	Cells	0.00102669404517454
RPL18A	1_Human;4_Human;5_Human;10_Human	4	11	In vitro	Cells	0.00870822385912497
FKBP4	1_Human	1	11	In vitro	Cells	0.00102669404517454
PLOD1	1_Human	1	11	In vitro	Cells	0.00102669404517454
TOP2B	1_Human	1	11	In vitro	Cells	0.00102669404517454
AKAP12	1_Human;5_Human;8_Human	3	11	In vitro	Cells	0.0057878033001027
TNFAIP2	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
GBE1	1_Human;2_Human;4_Human;5_Human	4	11	In vitro	Cells	0.0144143732253463
GLO1	1_Human	1	11	In vitro	Cells	0.00102669404517454
PTPN12	1_Human	1	11	In vitro	Cells	0.00102669404517454
AOX1	1_Human	1	11	In vitro	Cells	0.00102669404517454
PSME1	1_Human;4_Human	2	11	In vitro	Cells	0.00417134813322485
C1QBP	1_Human;7_Human;8_Human	3	11	In vitro	Cells	0.00636221121809493
CKAP4	1_Human;11_Human	2	11	In vitro	Cells	0.00533703887276074
CRYZ	1_Human	1	11	In vitro	Cells	0.00102669404517454
MFGE8	1_Human	1	11	In vitro	Cells	0.00102669404517454
CD47	1_Human	1	11	In vitro	Cells	0.00102669404517454
SSRP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
NCBP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
AHNAK	1_Human;7_Human;11_Human	3	11	In vitro	Cells	0.00896022727855785
NEXN	1_Human;5_Human;10_Human	3	11	In vitro	Cells	0.00556356977107465
MGAT2	1_Human	1	11	In vitro	Cells	0.00102669404517454
GALNT2	1_Human	1	11	In vitro	Cells	0.00102669404517454
AKAP13	1_Human	1	11	In vitro	Cells	0.00102669404517454
BPTF	1_Human	1	11	In vitro	Cells	0.00102669404517454
DPYD	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
SPP2	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
IK	1_Human	1	11	In vitro	Cells	0.00102669404517454
MAPK7	1_Human	1	11	In vitro	Cells	0.00102669404517454
SELENBP1	1_Human;5_Human;8_Human	3	11	In vitro	Cells	0.0057878033001027
SRSF6	1_Human;7_Human;10_Human	3	11	In vitro	Cells	0.00613797768906688
NMI	1_Human	1	11	In vitro	Cells	0.00102669404517454
PTPRS	1_Human	1	11	In vitro	Cells	0.00102669404517454
CTBP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
MRPL49	1_Human	1	11	In vitro	Cells	0.00102669404517454
PPIG	1_Human	1	11	In vitro	Cells	0.00102669404517454
ADAM9	1_Human	1	11	In vitro	Cells	0.00102669404517454
FKBP5	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
TUBB3	1_Human;5_Human;7_Human;10_Human	4	11	In vitro	Cells	0.00918675817687176
SNW1	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
KRR1	1_Human	1	11	In vitro	Cells	0.00102669404517454
ALCAM	1_Human;5_Human;10_Human	3	11	In vitro	Cells	0.00556356977107465
NCOA4	1_Human	1	11	In vitro	Cells	0.00102669404517454
BYSL	1_Human	1	11	In vitro	Cells	0.00102669404517454
IDI1	1_Human	1	11	In vitro	Cells	0.00102669404517454
CAMK1	1_Human;6_Human	2	11	In vitro	Cells	0.00643209945057994
FLNC	1_Human;2_Human;5_Human	3	11	In vitro	Cells	0.011269719137296
GALE	1_Human;8_Human;10_Human	3	11	In vitro	Cells	0.00422711805039306
GAS6	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
CAPRIN1	1_Human;7_Human	2	11	In vitro	Cells	0.00464988245097164
LTBP1	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
LASP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
PSME4	1_Human	1	11	In vitro	Cells	0.00102669404517454
LAPTM4A	1_Human	1	11	In vitro	Cells	0.00102669404517454
SNX17	1_Human	1	11	In vitro	Cells	0.00102669404517454
PCOLCE	1_Human;5_Human	2	11	In vitro	Cells	0.00407547453297942
EBP	1_Human;4_Human	2	11	In vitro	Cells	0.00417134813322485
PLCB4	1_Human	1	11	In vitro	Cells	0.00102669404517454
QPRT	1_Human	1	11	In vitro	Cells	0.00102669404517454
RCN1	1_Human;4_Human;5_Human;8_Human	4	11	In vitro	Cells	0.00893245738815302
DHCR24	1_Human	1	11	In vitro	Cells	0.00102669404517454
SF3B4	1_Human	1	11	In vitro	Cells	0.00102669404517454
RBMS2	1_Human	1	11	In vitro	Cells	0.00102669404517454
TAF1C	1_Human	1	11	In vitro	Cells	0.00102669404517454
NHERF2	1_Human	1	11	In vitro	Cells	0.00102669404517454
TRIP13	1_Human	1	11	In vitro	Cells	0.00102669404517454
TSC22D2	1_Human	1	11	In vitro	Cells	0.00102669404517454
TSC22D1	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
SLC1A5	1_Human;8_Human;11_Human	3	11	In vitro	Cells	0.00704936763988403
UBE2V2	1_Human	1	11	In vitro	Cells	0.00102669404517454
ZYX	1_Human;8_Human;11_Human	3	11	In vitro	Cells	0.00704936763988403
ETFDH	1_Human	1	11	In vitro	Cells	0.00102669404517454
INA	1_Human	1	11	In vitro	Cells	0.00102669404517454
RBBP7	1_Human	1	11	In vitro	Cells	0.00102669404517454
PTGIS	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
DECR1	1_Human;4_Human	2	11	In vitro	Cells	0.00417134813322485
NDUFA5	1_Human	1	11	In vitro	Cells	0.00102669404517454
UGCG	1_Human	1	11	In vitro	Cells	0.00102669404517454
CLPP	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
DDR2	1_Human;6_Human	2	11	In vitro	Cells	0.00643209945057994
CYP51A1	1_Human	1	11	In vitro	Cells	0.00102669404517454
UGP2	1_Human;5_Human	2	11	In vitro	Cells	0.00407547453297942
P3H1	1_Human	1	11	In vitro	Cells	0.00102669404517454
HSDL1	1_Human	1	11	In vitro	Cells	0.00102669404517454
TUBB8	1_Human;4_Human;8_Human	3	11	In vitro	Cells	0.00588367690034814
PPIL1	1_Human;4_Human	2	11	In vitro	Cells	0.00417134813322485
JAGN1	1_Human	1	11	In vitro	Cells	0.00102669404517454
NCBP3	1_Human	1	11	In vitro	Cells	0.00102669404517454
CCDC92	1_Human	1	11	In vitro	Cells	0.00102669404517454
HS1BP3	1_Human	1	11	In vitro	Cells	0.00102669404517454
CYBRD1	1_Human	1	11	In vitro	Cells	0.00102669404517454
HSP90AB4P	1_Human;7_Human	2	11	In vitro	Cells	0.00464988245097164
HSP90AB2P	1_Human;6_Human;7_Human	3	11	In vitro	Cells	0.010055287856377
CWC15	1_Human	1	11	In vitro	Cells	0.00102669404517454
RAB18	1_Human;5_Human;8_Human	3	11	In vitro	Cells	0.0057878033001027
CMPK2	1_Human	1	11	In vitro	Cells	0.00102669404517454
TNFAIP8L3	1_Human	1	11	In vitro	Cells	0.00102669404517454
TMCO1	1_Human	1	11	In vitro	Cells	0.00102669404517454
NOMO2	1_Human	1	11	In vitro	Cells	0.00102669404517454
COA6	1_Human	1	11	In vitro	Cells	0.00102669404517454
TMEM201	1_Human	1	11	In vitro	Cells	0.00102669404517454
TMEM63B	1_Human	1	11	In vitro	Cells	0.00102669404517454
CERCAM	1_Human	1	11	In vitro	Cells	0.00102669404517454
ENSA	1_Human	1	11	In vitro	Cells	0.00102669404517454
CAMSAP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
HNRNPK	1_Human	1	11	In vitro	Cells	0.00102669404517454
RPL7A	1_Human;4_Human;5_Human;7_Human;8_Human;10_Human;11_Human	7	11	In vitro	Cells	0.0183540858596316
NT5DC1	1_Human	1	11	In vitro	Cells	0.00102669404517454
BTF3	1_Human;8_Human;10_Human	3	11	In vitro	Cells	0.00422711805039306
MTFR1L	1_Human	1	11	In vitro	Cells	0.00102669404517454
POLE3	1_Human	1	11	In vitro	Cells	0.00102669404517454
GLT8D1	1_Human	1	11	In vitro	Cells	0.00102669404517454
ARHGAP17	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
CYB5R2	1_Human	1	11	In vitro	Cells	0.00102669404517454
NXN	1_Human;7_Human;8_Human;10_Human	4	11	In vitro	Cells	0.00785030645619017
NADSYN1	1_Human	1	11	In vitro	Cells	0.00102669404517454
LAMTOR1	1_Human	1	11	In vitro	Cells	0.00102669404517454
MFSD5	1_Human	1	11	In vitro	Cells	0.00102669404517454
LRRC8E	1_Human	1	11	In vitro	Cells	0.00102669404517454
HIBCH	1_Human	1	11	In vitro	Cells	0.00102669404517454
AGTRAP	1_Human	1	11	In vitro	Cells	0.00102669404517454
MTHFD1L	1_Human	1	11	In vitro	Cells	0.00102669404517454
FAT4	1_Human	1	11	In vitro	Cells	0.00102669404517454
THSD4	1_Human	1	11	In vitro	Cells	0.00102669404517454
USP53	1_Human	1	11	In vitro	Cells	0.00102669404517454
SH3RF1	1_Human	1	11	In vitro	Cells	0.00102669404517454
KCTD9	1_Human	1	11	In vitro	Cells	0.00102669404517454
LPCAT2	1_Human	1	11	In vitro	Cells	0.00102669404517454
LRP10	1_Human	1	11	In vitro	Cells	0.00102669404517454
COMMD6	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
RABEPK	1_Human	1	11	In vitro	Cells	0.00102669404517454
KHDC4	1_Human	1	11	In vitro	Cells	0.00102669404517454
TMEM179B	1_Human	1	11	In vitro	Cells	0.00102669404517454
GALNT7	1_Human	1	11	In vitro	Cells	0.00102669404517454
TRAPPC6B	1_Human	1	11	In vitro	Cells	0.00102669404517454
PATL1	1_Human	1	11	In vitro	Cells	0.00102669404517454
NOP9	1_Human	1	11	In vitro	Cells	0.00102669404517454
NT5DC3	1_Human	1	11	In vitro	Cells	0.00102669404517454
SLC26A11	1_Human	1	11	In vitro	Cells	0.00102669404517454
SPATS2	1_Human	1	11	In vitro	Cells	0.00102669404517454
CTHRC1	1_Human;2_Human;5_Human;10_Human	4	11	In vitro	Cells	0.0127578143753912
CRLF3	1_Human	1	11	In vitro	Cells	0.00102669404517454
AEBP1	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
PLD3	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
ANKMY2	1_Human	1	11	In vitro	Cells	0.00102669404517454
FMNL3	1_Human	1	11	In vitro	Cells	0.00102669404517454
NAV3	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
P3H3	1_Human	1	11	In vitro	Cells	0.00102669404517454
HERC6	1_Human	1	11	In vitro	Cells	0.00102669404517454
ITPRIP	1_Human	1	11	In vitro	Cells	0.00102669404517454
DHX37	1_Human	1	11	In vitro	Cells	0.00102669404517454
ALDH16A1	1_Human	1	11	In vitro	Cells	0.00102669404517454
ARMC10	1_Human;6_Human	2	11	In vitro	Cells	0.00643209945057994
GPD1L	1_Human	1	11	In vitro	Cells	0.00102669404517454
ARHGAP18	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
OXR1	1_Human;6_Human	2	11	In vitro	Cells	0.00643209945057994
RDH13	1_Human	1	11	In vitro	Cells	0.00102669404517454
HSD17B11	1_Human	1	11	In vitro	Cells	0.00102669404517454
PDPR	1_Human	1	11	In vitro	Cells	0.00102669404517454
NPEPL1	1_Human	1	11	In vitro	Cells	0.00102669404517454
EHBP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
SHCBP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
VPS37A	1_Human	1	11	In vitro	Cells	0.00102669404517454
NUP37	1_Human	1	11	In vitro	Cells	0.00102669404517454
ABHD11	1_Human	1	11	In vitro	Cells	0.00102669404517454
PLBD2	1_Human	1	11	In vitro	Cells	0.00102669404517454
UTP11	1_Human	1	11	In vitro	Cells	0.00102669404517454
PMFBP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
IFI44	1_Human	1	11	In vitro	Cells	0.00102669404517454
C18orf32	1_Human	1	11	In vitro	Cells	0.00102669404517454
SPPL2B	1_Human	1	11	In vitro	Cells	0.00102669404517454
DDX54	1_Human	1	11	In vitro	Cells	0.00102669404517454
NEK7	1_Human;4_Human;5_Human	3	11	In vitro	Cells	0.00722012862102973
PPP4R1	1_Human	1	11	In vitro	Cells	0.00102669404517454
UBASH3B	1_Human	1	11	In vitro	Cells	0.00102669404517454
ZC3H15	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
TGFBRAP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
TMEM263	1_Human	1	11	In vitro	Cells	0.00102669404517454
SLC20A1	1_Human	1	11	In vitro	Cells	0.00102669404517454
SLC38A5	1_Human	1	11	In vitro	Cells	0.00102669404517454
NUDCD2	1_Human	1	11	In vitro	Cells	0.00102669404517454
FAR1	1_Human	1	11	In vitro	Cells	0.00102669404517454
GLMP	1_Human	1	11	In vitro	Cells	0.00102669404517454
SLC44A1	1_Human	1	11	In vitro	Cells	0.00102669404517454
ATXN2L	1_Human	1	11	In vitro	Cells	0.00102669404517454
DNAJC9	1_Human	1	11	In vitro	Cells	0.00102669404517454
LZIC	1_Human	1	11	In vitro	Cells	0.00102669404517454
BECN1	1_Human	1	11	In vitro	Cells	0.00102669404517454
NDRG1	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
HSPH1	1_Human	1	11	In vitro	Cells	0.00102669404517454
LARP4B	1_Human	1	11	In vitro	Cells	0.00102669404517454
TFG	1_Human;7_Human	2	11	In vitro	Cells	0.00464988245097164
HDAC2	1_Human	1	11	In vitro	Cells	0.00102669404517454
STAM	1_Human	1	11	In vitro	Cells	0.00102669404517454
P3H4	1_Human;8_Human;10_Human	3	11	In vitro	Cells	0.00422711805039306
CREBBP	1_Human	1	11	In vitro	Cells	0.00102669404517454
PMM1	1_Human	1	11	In vitro	Cells	0.00102669404517454
OSTF1	1_Human	1	11	In vitro	Cells	0.00102669404517454
SMARCC1	1_Human	1	11	In vitro	Cells	0.00102669404517454
GCDH	1_Human	1	11	In vitro	Cells	0.00102669404517454
LPP	1_Human;5_Human	2	11	In vitro	Cells	0.00407547453297942
MYDGF	1_Human	1	11	In vitro	Cells	0.00102669404517454
YIPF5	1_Human	1	11	In vitro	Cells	0.00102669404517454
UTP4	1_Human	1	11	In vitro	Cells	0.00102669404517454
MTARC2	1_Human	1	11	In vitro	Cells	0.00102669404517454
MAGOHB	1_Human;4_Human	2	11	In vitro	Cells	0.00417134813322485
KIAA1191	1_Human	1	11	In vitro	Cells	0.00102669404517454
ISOC2	1_Human;8_Human;10_Human	3	11	In vitro	Cells	0.00422711805039306
LRRC59	1_Human;11_Human	2	11	In vitro	Cells	0.00533703887276074
FKBP10	1_Human;7_Human	2	11	In vitro	Cells	0.00464988245097164
PTER	1_Human	1	11	In vitro	Cells	0.00102669404517454
PYCR2	1_Human;6_Human;10_Human	3	11	In vitro	Cells	0.00792019468867518
ISOC1	1_Human	1	11	In vitro	Cells	0.00102669404517454
KCTD12	1_Human	1	11	In vitro	Cells	0.00102669404517454
RMDN1	1_Human	1	11	In vitro	Cells	0.00102669404517454
YIPF6	1_Human	1	11	In vitro	Cells	0.00102669404517454
MRPL53	1_Human	1	11	In vitro	Cells	0.00102669404517454
DTNBP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
MMAB	1_Human;3_Human;8_Human	3	11	In vitro	Cells	0.0155595356328106
IL17RA	1_Human	1	11	In vitro	Cells	0.00102669404517454
EDC3	1_Human	1	11	In vitro	Cells	0.00102669404517454
S100A16	1_Human;4_Human	2	11	In vitro	Cells	0.00417134813322485
FAHD2A	1_Human	1	11	In vitro	Cells	0.00102669404517454
SUCLG2	1_Human	1	11	In vitro	Cells	0.00102669404517454
ABHD14B	1_Human;4_Human	2	11	In vitro	Cells	0.00417134813322485
ATP5MK	1_Human	1	11	In vitro	Cells	0.00102669404517454
DNAJC1	1_Human	1	11	In vitro	Cells	0.00102669404517454
FAM210B	1_Human	1	11	In vitro	Cells	0.00102669404517454
TRIM47	1_Human;6_Human	2	11	In vitro	Cells	0.00643209945057994
CARD19	1_Human	1	11	In vitro	Cells	0.00102669404517454
FMNL2	1_Human	1	11	In vitro	Cells	0.00102669404517454
FYTTD1	1_Human;11_Human	2	11	In vitro	Cells	0.00533703887276074
FNBP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
YME1L1	1_Human	1	11	In vitro	Cells	0.00102669404517454
TBCB	1_Human	1	11	In vitro	Cells	0.00102669404517454
SDF2	1_Human	1	11	In vitro	Cells	0.00102669404517454
PARK7	1_Human	1	11	In vitro	Cells	0.00102669404517454
S1PR3	1_Human	1	11	In vitro	Cells	0.00102669404517454
S100A13	1_Human;4_Human;6_Human;7_Human	4	11	In vitro	Cells	0.0131999419444274
DNAJC7	1_Human	1	11	In vitro	Cells	0.00102669404517454
SDHC	1_Human	1	11	In vitro	Cells	0.00102669404517454
MTR	1_Human	1	11	In vitro	Cells	0.00102669404517454
HSD17B10	1_Human	1	11	In vitro	Cells	0.00102669404517454
SIGMAR1	1_Human	1	11	In vitro	Cells	0.00102669404517454
NAPG	1_Human;8_Human	2	11	In vitro	Cells	0.00273902281229783
SLC29A1	1_Human	1	11	In vitro	Cells	0.00102669404517454
PRRX2	1_Human	1	11	In vitro	Cells	0.00102669404517454
ARPC5L	1_Human	1	11	In vitro	Cells	0.00102669404517454
TCF25	1_Human	1	11	In vitro	Cells	0.00102669404517454
CPPED1	1_Human;5_Human	2	11	In vitro	Cells	0.00407547453297942
VPS25	1_Human	1	11	In vitro	Cells	0.00102669404517454
MXRA8	1_Human	1	11	In vitro	Cells	0.00102669404517454
LARP6	1_Human	1	11	In vitro	Cells	0.00102669404517454
ESYT1	1_Human	1	11	In vitro	Cells	0.00102669404517454
CNPY3	1_Human;10_Human	2	11	In vitro	Cells	0.00251478928326978
HAUS8	1_Human	1	11	In vitro	Cells	0.00102669404517454
NDFIP1	1_Human	1	11	In vitro	Cells	0.00102669404517454
SYT11	1_Human	1	11	In vitro	Cells	0.00102669404517454
